umls_code,mesh_code
C0038450,D012135
C0038454,D020521
C0038457,D003317
C0038505,D013341
C0038506,D013342
C0038525,D013345
C0038580,D019966
C0038586,D019966
C0038587,D013375
C0038644,D013398
C0038833,D013479
C0038834,D013479
C0038868,D013494
C0038870,D009437
C0038874,D015173
C0038987,D013544
C0039070,D013575
C0039075,D013576
C0039101,D013584
C0039103,D013585
C0039231,D013610
C0039239,D013616
C0039240,D013617
C0039263,D013625
C0039292,D013631
C0039338,D013651
C0039373,D013661
C0039445,D013683
C0039446,D013684
C0039483,D013700
C0039494,D013705
C0039538,D013724
C0039584,D013733
C0039585,D013734
C0039590,D013736
C0039621,D013746
C0039685,D013771
C0039743,D013796
C0039841,D013832
C0039978,D013896
C0039981,D013899
C0040015,D013915
C0040028,D013920
C0040034,D013921
C0040038,D013923
C0040053,D013927
C0040100,D013945
C0040128,D013959
C0040136,D013964
C0040156,D013971
C0040188,D013981
C0040264,D014012
C0040332,D014029
C0040411,D014062
C0040427,D014071
C0040435,D014076
C0040460,D014098
C0040479,D016171
C0040485,D014103
C0040517,D005879
C0040588,D014138
C0040702,D013981
C0040715,D014178
C0040761,D014188
C0040822,D014202
C0040827,D014202
C0040953,D014256
C0040954,D014257
C0040997,D014277
C0041105,D014313
C0041107,D014314
C0041207,D014339
C0041227,D014352
C0041296,D014376
C0041307,D014380
C0041327,D014397
C0041341,D014402
C0041349,D009395
C0041408,D014424
C0041409,D009634
C0041466,D014435
C0041582,D014456
C0041657,D014474
C0041667,D013851
C0041671,D001289
C0041696,D003866
C0041755,D064420
C0041834,D004890
C0041912,D012141
C0041948,D014511
C0041955,D014516
C0041956,D014517
C0042029,D014552
C0042035,D014555
C0042063,D014564
C0042065,D014565
C0042076,D014571
C0042109,D014581
C0042131,D014591
C0042133,D007889
C0042138,D014594
C0042164,D014605
C0042170,D014607
C0042237,D014625
C0042258,D014625
C0042345,D014648
C0042373,D014652
C0042384,D014657
C0042386,D011695
C0042484,D006940
C0042487,D020246
C0042510,D014693
C0042512,D014694
C0042514,D017180
C0042580,D014718
C0042594,D015837
C0042656,D009437
C0042749,D014766
C0042769,D014777
C0042781,D007418
C0042790,D014786
C0042842,D014802
C0042847,D014806
C0042870,D014808
C0042875,D014811
C0042900,D014820
C0042963,D014839
C0043019,D014854
C0043020,D014855
C0043049,D014869
C0043094,D015430
C0043116,D015417
C0043119,D014898
C0043121,D014899
C0043124,D014901
C0043144,D012135
C0043194,D014923
C0043202,D014927
C0043207,D014929
C0043208,D015223
C0043325,D014973
C0043345,D007057
C0043346,D014983
C0043459,D015211
C0078917,D016117
C0078918,D016115
C0078921,D016115
C0078922,D016115
C0078923,D016115
C0078982,D016142
C0079102,D020767
C0079136,D016108
C0079153,D017488
C0079154,D017490
C0079218,D018222
C0079221,D003643
C0079294,D016108
C0079295,D016110
C0079297,D016109
C0079298,D016110
C0079299,D016110
C0079301,D016109
C0079474,D016108
C0079487,D016481
C0079504,D022861
C0079541,D016142
C0079583,D016113
C0079584,D016112
C0079588,D016114
C0079661,D014849
C0079683,D016109
C0079731,D016393
C0079740,D008228
C0079741,D008228
C0079744,D016403
C0079745,D008224
C0079747,D008228
C0079757,D008228
C0079758,D008224
C0079765,D008224
C0079770,D008228
C0079772,D016399
C0079773,D016410
C0079774,D016411
C0080024,D016116
C0080178,D016135
C0080203,D013610
C0080218,D009436
C0080274,D016055
C0080333,D016110
C0085077,D016463
C0085083,D016471
C0085084,D016472
C0085090,D016483
C0085096,D016491
C0085106,D016506
C0085109,D016510
C0085110,D016511
C0085128,D016534
C0085129,D016535
C0085131,D016537
C0085132,D016538
C0085136,D016543
C0085159,D016574
C0085179,D016603
C0085183,D016609
C0085207,D016640
C0085215,D016649
C0085220,D016657
C0085261,D016715
C0085269,D016726
C0085278,D016736
C0085280,D016738
C0085292,D016750
C0085298,D016757
C0085307,D016769
C0085390,D016864
C0085396,D016870
C0085397,D016871
C0085409,D016884
C0085413,D016891
C0085417,D017029
C0085423,D016905
C0085426,D016908
C0085541,D017034
C0085547,D017042
C0085548,D017044
C0085568,D054312
C0085578,D017086
C0085580,D000075222
C0085582,D009902
C0085584,D001927
C0085593,D023341
C0085602,D059606
C0085605,D017093
C0085622,D006429
C0085628,D053608
C0085636,D020795
C0085650,D055665
C0085652,D017511
C0085655,D017285
C0085681,D054559
C0085682,D017674
C0085700,D002357
C0085740,D011015
C0085758,D006627
C0085762,D000437
C0085786,D000080203
C0085859,D016884
C0085860,D016884
C0085920,D020968
C0085996,D002658
C0085997,D002658
C0086132,D003863
C0086133,D003866
C0086189,D013375
C0086196,D003876
C0086236,D004829
C0086237,D004827
C0086240,D004828
C0086241,D004829
C0086367,D016649
C0086395,D003638
C0086404,D008114
C0086405,D009477
C0086431,D008059
C0086432,D005923
C0086438,D000361
C0086439,D018476
C0086445,D015433
C0086457,D009783
C0086501,D007642
C0086533,D018230
C0086540,D016773
C0086541,D016773
C0086543,D002386
C0086565,D008107
C0086626,D020262
C0086647,D009084
C0086648,D009084
C0086649,D009084
C0086650,D009084
C0086651,D009085
C0086652,D009085
C0086664,D008591
C0086666,D000789
C0086692,D009369
C0086696,D016609
C0086743,D010003
C0086768,D003969
C0086769,D016584
C0086774,D006457
C0086795,D008059
C0086873,D000505
C0086922,D011695
C0086981,D012859
C0087012,D020754
C0087031,D001171
C0087086,D013927
C0087169,D013375
C0149504,D020258
C0149519,D006521
C0149521,D050500
C0149622,D001750
C0149630,D000082882
C0149649,D017700
C0149721,D017379
C0149745,D019226
C0149781,D011030
C0149840,D014202
C0149871,D020246
C0149886,D003294
C0149925,D055752
C0149931,D008881
C0149940,D020426
C0149958,D012640
C0150055,D059350
C0150080,D000067404
C0151491,D009139
C0151516,D050033
C0151526,D047928
C0151564,D009127
C0151572,D012021
C0151603,D004487
C0151636,D018879
C0151699,D020300
C0151740,D019586
C0151744,D017202
C0151779,D000096142
C0151786,D018908
C0151827,D058447
C0151857,D007964
C0151888,D012021
C0151889,D012021
C0151911,D013035
C0152013,D000077192
C0152020,D018589
C0152025,D011115
C0152027,D012678
C0152101,D018636
C0152109,D014897
C0152112,D009901
C0152113,D002819
C0152115,D020820
C0152116,D014103
C0152136,D057066
C0152200,D003117
C0152227,D007766
C0152234,D009436
C0152237,D005413
C0152266,D006689
C0152267,D006689
C0152423,D065817
C0152426,D009436
C0152427,D017689
C0152439,D041441
C0153349,D014062
C0153381,D009062
C0153392,D009303
C0153405,D010610
C0153437,D002430
C0153452,D005706
C0153470,D013160
C0153504,D008479
C0153567,D014594
C0153594,D013736
C0153601,D010412
C0153619,D014516
C0153633,D001932
C0154251,D052439
C0154659,D020258
C0154681,D016472
C0154682,D016472
C0154693,D006429
C0154694,D006429
C0154695,D002547
C0154697,D002547
C0154698,D002547
C0154748,D020426
C0154832,D058456
C0154874,D012173
C0155003,D001766
C0155015,D003117
C0155016,D003117
C0155017,D003117
C0155018,D003117
C0155127,D028227
C0155305,D018917
C0155380,D009759
C0155533,D014012
C0155534,D014012
C0155536,D006311
C0155862,D011018
C0156147,D003424
C0157743,D000094482
C0158266,D055959
C0158353,D009220
C0158570,D054079
C0158850,D048070
C0162283,D018500
C0162292,D009886
C0162296,D018771
C0162309,D000326
C0162311,D000505
C0162316,D018798
C0162323,D001168
C0162351,D003877
C0162359,D053358
C0162361,D004476
C0162429,D044342
C0162442,D010267
C0162510,D016767
C0162526,D017088
C0162531,D046349
C0162532,D046350
C0162533,D017094
C0162534,D017096
C0162538,D017098
C0162539,D017099
C0162557,D017114
C0162565,D017118
C0162566,D017119
C0162568,D046351
C0162569,D017121
C0162635,D017204
C0162666,D017237
C0162668,D017240
C0162669,D017240
C0162670,D017240
C0162671,D017241
C0162672,D017243
C0162674,D017246
C0162677,D017250
C0162678,D017253
C0162699,D017282
C0162700,D017282
C0162739,D017359
C0162770,D017380
C0162809,D017436
C0162819,D017445
C0162820,D017449
C0162823,D017453
C0162824,D017454
C0162834,D017495
C0162835,D017496
C0162836,D017497
C0162839,D017499
C0162848,D017512
C0162871,D017544
C0162872,D017545
C0175683,D020159
C0175693,D056730
C0175694,D019082
C0175695,D058495
C0175699,D000168
C0175702,D018980
C0175704,D044542
C0175707,D059446
C0175709,D020914
C0175754,D061085
C0175816,D000744
C0178416,D000741
C0178417,D059445
C0178540,D020925
C0178824,D006940
C0205641,D000230
C0205642,D000230
C0205643,D000230
C0205644,D000230
C0205645,D000230
C0205646,D000236
C0205647,D000236
C0205648,D000236
C0205649,D000236
C0205650,D000236
C0205651,D000236
C0205671,D001117
C0205696,D002277
C0205697,D002277
C0205698,D002277
C0205699,D002277
C0205710,D002549
C0205711,D020371
C0205713,D002607
C0205730,D003811
C0205734,D003922
C0205766,D005350
C0205768,D001254
C0205769,D004806
C0205770,D020288
C0205788,D006391
C0205789,D006391
C0205815,D007890
C0205816,D007890
C0205822,D008067
C0205823,D008067
C0205824,D008080
C0205825,D008080
C0205833,D008527
C0205834,D008579
C0205851,D009373
C0205852,D009373
C0205854,D009375
C0205874,D010212
C0205875,D010212
C0205944,D012509
C0205945,D012509
C0205969,D013945
C0206019,D015526
C0206042,D034062
C0206044,D017250
C0206061,D017563
C0206062,D017563
C0206064,D017566
C0206081,D017588
C0206085,D017593
C0206093,D017599
C0206115,D017624
C0206138,D017675
C0206141,D017681
C0206142,D017681
C0206143,D017681
C0206145,D017682
C0206146,D017682
C0206157,D017696
C0206160,D045262
C0206180,D017728
C0206182,D017731
C0206245,D028227
C0206307,D017825
C0206368,D017889
C0206608,D018177
C0206617,D018188
C0206620,D018191
C0206624,D018197
C0206627,D018200
C0206630,D018203
C0206632,D018206
C0206634,D018208
C0206637,D018211
C0206638,D018212
C0206639,D018213
C0206644,D018219
C0206646,D018221
C0206647,D018223
C0206648,D018224
C0206650,D018226
C0206651,D018227
C0206655,D018232
C0206656,D018233
C0206657,D018234
C0206658,D018235
C0206663,D018242
C0206667,D018246
C0206669,D018248
C0206677,D018256
C0206681,D018262
C0206682,D018263
C0206686,D018268
C0206687,D018269
C0206692,D018275
C0206693,D018276
C0206694,D018277
C0206695,D018278
C0206698,D018281
C0206704,D018287
C0206711,D018296
C0206720,D018307
C0206723,D018310
C0206724,D018312
C0206726,D018316
C0206727,D018317
C0206728,D018318
C0206729,D018319
C0206732,D018323
C0206733,D018324
C0206734,D018325
C0206735,D018328
C0206739,D018332
C0206743,D018335
C0206744,D018344
C0206754,D018358
C0206762,D017880
C0206769,D018326
C0220597,D006689
C0220633,D000098943
C0220636,D012468
C0220658,D000168
C0220669,D020936
C0220704,D004062
C0220754,D028921
C0220756,D052556
C0220761,D000080534
C0220981,D000138
C0220991,D006933
C0220994,D022124
C0221013,D034721
C0221021,D000743
C0221032,D052497
C0221043,D056929
C0221054,D049310
C0221055,D020967
C0221056,D003882
C0221060,D020331
C0221074,D019052
C0221163,D000068079
C0221169,D020820
C0221227,D011656
C0221263,D019080
C0221355,D058627
C0221356,D003398
C0221357,D059327
C0221406,D047748
C0221473,D001766
C0221757,D019896
C0221759,D020968
C0231341,D019588
C0231519,D009127
C0231686,D020233
C0231687,D020233
C0231688,D020233
C0231689,D020233
C0231691,D020234
C0231693,D020233
C0231694,D020233
C0231695,D020233
C0231696,D020233
C0231698,D020233
C0231712,D020233
C0232347,D054318
C0232766,D020820
C0232910,D064793
C0233565,D018476
C0233608,D009127
C0233612,D002375
C0233726,D013064
C0233750,D000647
C0233754,D003861
C0233759,D006212
C0233762,D006212
C0233763,D006212
C0233765,D006212
C0233766,D006212
C0233767,D006212
C0233769,D014786
C0233771,D014786
C0233773,D006212
C0233774,D006212
C0233775,D006212
C0233776,D006212
C0233794,D008569
C0233796,D000647
C0234146,D012021
C0234162,D002524
C0234166,D000071017
C0234230,D010146
C0234238,D010146
C0234247,D009437
C0234249,D009437
C0234254,D010146
C0234297,D013651
C0234298,D013651
C0234299,D013651
C0234300,D013651
C0234302,D013651
C0234303,D013651
C0234304,D013651
C0234305,D013651
C0234306,D013651
C0234319,D013651
C0234357,D002524
C0234370,D014202
C0234371,D014202
C0234372,D014202
C0234373,D014202
C0234374,D014202
C0234375,D014202
C0234376,D014202
C0234377,D014202
C0234378,D014202
C0234379,D014202
C0234381,D014202
C0234447,D053608
C0234462,D001037
C0234469,D001037
C0234472,D001037
C0234474,D001037
C0234476,D001037
C0234482,D001037
C0234484,D001037
C0234526,D001072
C0234527,D001072
C0234529,D001072
C0234533,D012640
C0234535,D012640
C0234544,D010243
C0234784,D012021
C0234974,D004828
C0234985,D060825
C0234996,D020233
C0235000,D020233
C0235031,D009461
C0235032,D020258
C0235044,D010292
C0235063,D012131
C0235078,D014202
C0235081,D014202
C0235082,D014202
C0235083,D014202
C0235153,D006212
C0235229,D013035
C0235480,D001281
C0235527,D006333
C0235574,D006461
C0235752,D019339
C0235833,D065630
C0235843,D014202
C0235874,D018450
C0235974,D010190
C0236018,D004827
C0236642,D020774
C0236664,D019973
C0236733,D019969
C0236735,D002189
C0236736,D019970
C0236742,D010623
C0236788,D001714
C0236792,D020817
C0236795,D000647
C0236804,D019969
C0236807,D019969
C0236811,D021081
C0236964,D019958
C0236969,D019966
C0236970,D020751
C0237326,D003248
C0237873,D012735
C0238033,D018567
C0238052,D019294
C0238056,D002819
C0238065,D008105
C0238111,D065768
C0238190,D018979
C0238198,D046152
C0238281,D020244
C0238286,D009081
C0238288,D020391
C0238357,D020513
C0238358,D020514
C0238394,D058489
C0238395,D058490
C0238402,D058631
C0238461,D065646
C0238463,D000077273
C0239325,D009127
C0239548,D005207
C0239777,D003117
C0239849,D017490
C0239946,D008103
C0239981,D034141
C0239998,D000084063
C0240302,D014313
C0240327,D013651
C0240595,D009759
C0240912,D005413
C0240952,D004401
C0240991,D001259
C0241210,D007805
C0241772,D012021
C0241832,D002561
C0241910,D019693
C0242013,D020426
C0242036,D010264
C0242184,D000860
C0242216,D042882
C0242217,D002805
C0242225,D003117
C0242231,D023921
C0242287,D020386
C0242292,D005359
C0242339,D050171
C0242341,D050035
C0242342,D007018
C0242350,D007172
C0242363,D007516
C0242379,D008175
C0242380,D008180
C0242383,D008268
C0242387,D008342
C0242422,D020734
C0242423,D020734
C0242426,D010490
C0242459,D011657
C0242461,D011695
C0242488,D055371
C0242497,D012555
C0242526,D014424
C0242528,D053099
C0242583,D016511
C0242594,D018365
C0242596,D018365
C0242597,D018370
C0242647,D018442
C0242666,D018455
C0242684,D018476
C0242698,D018487
C0242706,D018496
C0242707,D018497
C0242788,D018567
C0242852,D018630
C0242973,D018754
C0242992,D018777
C0243010,D018792
C0243026,D018805
C0243038,D018827
C0243050,D018376
C0243057,D018640
C0259771,D062685
C0259783,D005910
C0259785,D008579
C0262497,D000647
C0262584,D018288
C0262587,D010282
C0263313,D010392
C0263372,D000169
C0263409,D012594
C0263454,D054506
C0263477,D000505
C0263628,D002114
C0263666,D003882
C0263859,D020083
C0263984,D017285
C0264393,D011656
C0264423,D059366
C0264558,D011030
C0264611,D001072
C0264886,D000075224
C0264939,D056647
C0264956,D058226
C0265110,D020301
C0265219,D054221
C0265220,D054975
C0265221,D058494
C0265222,D011218
C0265233,D058497
C0265234,D019280
C0265240,D006053
C0265252,D038921
C0265313,D056846
C0265316,D020752
C0265319,D014402
C0265326,D006223
C0265329,D054000
C0265334,D053549
C0265344,D056731
C0265354,D058747
C0265357,D059446
C0265529,D059041
C0265534,D003398
C0265535,D003398
C0265541,D009421
C0265553,D013576
C0265699,D065630
C0265700,D065630
C0265961,D056266
C0265965,D019871
C0265970,D017499
C0265971,D007644
C0266215,D000071056
C0266283,D050033
C0266294,D000075529
C0266361,D050090
C0266362,D012734
C0266453,D009436
C0266463,D054082
C0266464,D065706
C0266483,D054082
C0266484,D065707
C0266487,D009069
C0266508,D016135
C0266568,D054514
C0266642,D059446
C0266929,D055113
C0266999,D054243
C0267071,D003680
C0267072,D003680
C0267211,D020252
C0267412,D065666
C0267537,D053706
C0267941,D019283
C0267963,D010188
C0268134,D049914
C0268151,D005693
C0268155,D005693
C0268221,D005645
C0268222,D005645
C0268225,D054880
C0268226,D009081
C0268237,D030401
C0268242,D052536
C0268243,D052537
C0268247,D052556
C0268248,D052537
C0268250,D005776
C0268251,D005776
C0268252,D007965
C0268255,D055577
C0268263,D052517
C0268271,D016537
C0268272,D016537
C0268273,D016537
C0268275,D049290
C0268281,D009472
C0268301,D013734
C0268338,D000094623
C0268383,D028227
C0268384,D028227
C0268385,D028227
C0268386,D028227
C0268390,D056587
C0268393,D028243
C0268419,D020642
C0268425,D056769
C0268435,D000141
C0268436,D011546
C0268443,D018500
C0268450,D053579
C0268465,D010661
C0268487,D020176
C0268490,D020176
C0268532,D056732
C0268542,D020163
C0268547,D056807
C0268548,D020162
C0268553,D020167
C0268555,D020167
C0268556,D020167
C0268561,D020158
C0268562,D020158
C0268568,D008375
C0268569,D008375
C0268579,D056693
C0268581,D028922
C0268596,D054069
C0268623,D020176
C0268742,D015432
C0268743,D015432
C0268849,D053201
C0269102,D004715
C0270192,D013345
C0270224,D013746
C0270541,D007319
C0270612,D056784
C0270715,D019636
C0270720,D006849
C0270724,D019150
C0270726,D038261
C0270730,D020267
C0270733,D020955
C0270736,D020329
C0270742,D002547
C0270749,D013132
C0270755,D013132
C0270763,D016472
C0270764,D016472
C0270765,D009134
C0270786,D015140
C0270790,D011782
C0270795,D010291
C0270807,D002547
C0270820,D004828
C0270823,D013226
C0270824,D012640
C0270844,D012640
C0270846,D012640
C0270847,D004828
C0270851,D020936
C0270853,D020190
C0270854,D004829
C0270858,D008881
C0270911,D002607
C0270912,D002607
C0270914,D002607
C0270948,D009133
C0270952,D039141
C0270959,D009224
C0270972,D003635
C0271051,D008269
C0271091,D041441
C0271093,D000080362
C0271097,D052245
C0271148,D005902
C0271178,D008269
C0271185,D014786
C0271215,D001766
C0271382,D009759
C0271383,D009759
C0271384,D009759
C0271385,D009759
C0271386,D009759
C0271387,D009759
C0271388,D009759
C0271389,D009759
C0271527,D011629
C0271568,D046150
C0271574,D004652
C0271623,D007006
C0271650,D018149
C0271673,D003929
C0271674,D003929
C0271678,D003929
C0271680,D003929
C0271683,D011115
C0271685,D003929
C0271686,D003929
C0271694,D052496
C0271695,D056731
C0271708,D007003
C0271710,D007003
C0271801,D007037
C0271933,D000742
C0271934,D000742
C0271979,D017086
C0272170,D000081003
C0272199,D051359
C0272203,D034721
C0272236,D053306
C0272242,D000081208
C0272302,D055652
C0272375,D020152
C0273115,D055370
C0274859,D020262
C0274860,D020262
C0274861,D020261
C0274862,D020261
C0274869,D000075322
C0276226,D020803
C0276357,D009976
C0276496,D000544
C0277004,D009889
C0277005,D009889
C0277820,D009128
C0277821,D009127
C0277839,D012021
C0277850,D012021
C0278076,D020323
C0278110,D006429
C0278114,D010264
C0278115,D010264
C0278161,D001259
C0278211,D012021
C0278510,D008527
C0278601,D058922
C0278875,D003397
C0278876,D008527
C0278996,D006258
C0279070,D009837
C0279530,D001859
C0279626,D000077277
C0279637,D001005
C0279702,D002292
C0280313,D000077195
C0280321,D000077195
C0280324,D000077195
C0280475,D009837
C0280783,D001254
C0280785,D001254
C0280788,D004806
C0280793,D009837
C0281508,D058405
C0281784,D008579
C0282102,D002806
C0282126,D003866
C0282160,D004476
C0282193,D019190
C0282207,D000098858
C0282220,D013661
C0282313,D011230
C0282488,D018856
C0282492,D018860
C0282507,D018882
C0282512,D018887
C0282525,D018901
C0282526,D018901
C0282527,D052919
C0282528,D018901
C0282529,D018902
C0282548,D018921
C0282550,D018923
C0282577,D018981
C0282609,D019046
C0282612,D019048
C0282631,D019066
C0282643,D019082
C0282644,D019082
C0302314,D014973
C0302319,D017499
C0302356,D000757
C0302892,D065708
C0311277,D056128
C0311334,D004829
C0311335,D013226
C0311375,D020261
C0312854,D006461
C0333099,D000783
C0333233,D006940
C0333355,D052016
C0333463,D058225
C0333641,D001284
C0333704,D019457
C0334121,D006104
C0334401,D006106
C0334454,D018223
C0334464,D018223
C0334475,D062689
C0334529,D006828
C0334578,D004806
C0334579,D001254
C0334580,D001254
C0334581,D001254
C0334582,D001254
C0334583,D001254
C0334584,D018242
C0334588,D005909
C0334590,D009837
C0334596,D018242
C0334605,D008579
C0334606,D008579
C0334607,D008579
C0334608,D008579
C0334609,D008579
C0334610,D008579
C0334611,D008579
C0337210,D020233
C0338070,D001254
C0338106,D003110
C0338451,D057180
C0338457,D001037
C0338462,D057180
C0338468,D013981
C0338473,D019150
C0338478,D004831
C0338479,D004831
C0338480,D020326
C0338489,D008881
C0338495,D012891
C0338502,D000080344
C0338503,D025962
C0338508,D029241
C0338575,D020225
C0338582,D016657
C0338586,D020217
C0338596,D002547
C0338630,D003704
C0338650,D002389
C0338656,D060825
C0338831,D000087122
C0339143,D049970
C0339277,D053559
C0339510,D057826
C0339527,D057130
C0339539,D000080345
C0339546,D012163
C0339573,D005902
C0339693,D009886
C0339730,D001766
C0340288,D060050
C0340375,D001020
C0340485,D000098850
C0340543,D065627
C0340569,D016893
C0340630,D000094624
C0340643,D000784
C0341106,D057765
C0341703,D005198
C0341869,D007247
C0341934,D046110
C0342185,D050010
C0342200,D003409
C0342257,D048909
C0342302,D003922
C0342342,D007011
C0342482,D000075262
C0342488,D043204
C0342543,D011629
C0342608,D028227
C0342649,D061205
C0342731,D054078
C0342853,D029461
C0342881,D000090542
C0342895,D007863
C0343068,D056587
C0343097,D005148
C0343115,D054705
C0343495,D014313
C0343528,D007877
C0343640,D002051
C0343641,D030361
C0343755,D019247
C0343863,D002181
C0344243,D009759
C0344452,D015175
C0344453,D015175
C0344461,D009837
C0344479,D009436
C0344724,D006344
C0345408,D010004
C0345904,D008113
C0345905,D018281
C0345967,D000086002
C0346010,D058249
C0346300,D010911
C0346302,D049912
C0346373,D000098943
C0346388,D000098943
C0346402,D000306
C0346627,D007414
C0346647,D010190
C0346990,D010534
C0347515,D008579
C0347869,D004829
C0349231,D010698
C0349255,D007319
C0349391,D001072
C0349426,D046351
C0349464,D020915
C0349578,D004714
C0349579,D004714
C0349604,D008579
C0349639,D054429
C0349702,D065306
C0349785,D014103
C0349788,D019571
C0353676,D062025
C0362030,D054000
C0376185,D006994
C0376280,D001008
C0376288,D001766
C0376297,D003643
C0376300,D019595
C0376323,D049970
C0376329,D007562
C0376338,D001523
C0376358,D011471
C0376359,D011561
C0376362,D011695
C0376384,D014029
C0376407,D016410
C0376416,D017682
C0376480,D019214
C0376524,D019280
C0376532,D019305
C0376544,D019337
C0376545,D019337
C0376618,D019446
C0376628,D019457
C0376634,D019465
C0376670,D019512
C0391826,D006223
C0391976,D013001
C0392115,D001750
C0392156,D011595
C0392164,D003550
C0392514,D006432
C0392525,D053040
C0392550,D006429
C0392622,D002252
C0392699,D010292
C0392788,D054391
C0393484,D004660
C0393519,D013132
C0393524,D013132
C0393538,D014897
C0393540,D010244
C0393541,D009134
C0393546,D009134
C0393547,D009134
C0393554,D000690
C0393560,D015140
C0393561,D015140
C0393571,D019578
C0393574,D006816
C0393576,D054546
C0393584,D002819
C0393588,D004421
C0393593,D020821
C0393598,D020821
C0393610,D004421
C0393615,D020329
C0393626,D053578
C0393664,D020529
C0393671,D017034
C0393672,D004833
C0393675,D004828
C0393676,D004828
C0393679,D004828
C0393681,D004828
C0393682,D004833
C0393683,D017034
C0393684,D017034
C0393688,D017034
C0393691,D004828
C0393693,D020936
C0393695,D004831
C0393698,D013036
C0393699,D013036
C0393702,D004831
C0393703,D004831
C0393720,D020195
C0393729,D020195
C0393734,D013226
C0393759,D007319
C0393770,D020178
C0393786,D014277
C0393787,D014277
C0393835,D003929
C0393851,D011115
C0393912,D001342
C0393953,D020520
C0394003,D002547
C0394007,D002547
C0394016,D020207
C0395959,D014012
C0398368,D044148
C0398623,D019851
C0398625,D020151
C0398648,D065227
C0398650,D016553
C0398686,D000081207
C0398689,D053307
C0398691,D054078
C0398791,D049932
C0399352,D000848
C0399380,D003784
C0400966,D065626
C0403396,D009404
C0403397,D009404
C0403447,D051436
C0403823,D053627
C0403824,D000072660
C0403825,D000072660
C0406468,D058247
C0406537,D003875
C0406702,D053360
C0406803,D000074009
C0406810,D056733
C0409818,D056587
C0409959,D020370
C0410174,D058494
C0410189,D020389
C0410190,D000083144
C0410203,D020914
C0410207,D020914
C0410226,D009223
C0410480,D005271
C0410574,D013585
C0410916,D066087
C0422837,D009461
C0422850,D012640
C0422852,D012640
C0422853,D012640
C0422854,D012640
C0422855,D012640
C0422892,D001072
C0423618,D006261
C0423623,D006261
C0423682,D017116
C0423689,D017116
C0423711,D009437
C0423712,D009437
C0424068,D006212
C0424071,D006212
C0424072,D006212
C0424082,D006212
C0424083,D006212
C0426785,D014103
C0426970,D011782
C0427055,D005158
C0427086,D020820
C0427128,D020233
C0427149,D020233
C0427169,D020233
C0427177,D020233
C0427190,D001259
C0427201,D009123
C0427202,D009123
C0428908,D012804
C0428977,D001919
C0431121,D008579
C0431128,D003397
C0431129,D003397
C0431349,D000757
C0431362,D016142
C0431363,D016142
C0431375,D054221
C0431376,D054222
C0431380,D054220
C0431391,D065705
C0431663,D003456
C0431664,D003456
C0431943,D038061
C0432267,D054463
C0432272,D010009
C0432306,D053560
C0432416,D004314
C0432417,D004314
C0438414,D004831
C0438921,D001416
C0443306,D009128
C0451641,D052878
C0452143,D010264
C0454542,D013342
C0454560,D007806
C0454576,D001037
C0454596,D004401
C0454597,D004401
C0454598,D004401
C0454606,D020820
C0454608,D001072
C0454651,D000080888
C0454655,D007805
C0455988,D015160
C0455990,D015160
C0456483,D004714
C0456889,D058527
C0456909,D001766
C0457133,D058494
C0457190,D008579
C0458247,D006930
C0458257,D010146
C0458259,D010146
C0472381,D002546
C0472383,D013345
C0472387,D001929
C0472388,D001929
C0473527,D052456
C0473574,D054000
C0473575,D007644
C0474366,D006261
C0476089,D016889
C0476254,D004410
C0477432,D006849
C0494410,D020178
C0494463,D000544
C0494475,D012640
C0496899,D001932
C0497156,D000072281
C0497327,D003704
C0497406,D050177
C0497552,D009421
C0519066,D011778
C0520459,D020345
C0520463,D006521
C0520474,D010020
C0520477,D011470
C0520482,D013001
C0520679,D020181
C0520731,D009759
C0520757,D055191
C0520966,D001259
C0521174,D002114
C0521607,D056627
C0521654,D009461
C0521659,D016472
C0521662,D006429
C0521664,D008881
C0521753,D009759
C0521754,D009759
C0521755,D009759
C0521756,D009759
C0521757,D009759
C0521759,D009759
C0521760,D009759
C0521761,D009759
C0521787,D014012
C0521788,D014012
C0522224,D010243
C0522345,D012021
C0524524,D002386
C0524528,D002659
C0524582,D050336
C0524595,D005271
C0524610,D006519
C0524611,D006521
C0524620,D024821
C0524661,D000079524
C0524662,D009293
C0524679,D009902
C0524686,D010485
C0524702,D011655
C0524730,D014071
C0524851,D019636
C0524909,D019694
C0524910,D019698
C0524948,D019767
C0524988,D019873
C0525041,D019954
C0525045,D019964
C0525046,D019967
C0541798,D007319
C0541957,D005207
C0543478,D018365
C0543663,D000744
C0543858,D016472
C0543859,D000690
C0544668,D006212
C0544796,D009220
C0546125,D017696
C0546126,D000544
C0546127,D020262
C0546264,D020914
C0546837,D004938
C0546878,D013036
C0546966,D056734
C0547065,D001254
C0549159,D066088
C0549423,D006849
C0549463,D008232
C0549473,D013964
C0549567,D010859
C0553558,D013036
C0553580,D012512
C0553586,D009456
C0553604,D020967
C0553692,D020300
C0553730,D002805
C0553757,D000857
C0553767,D002547
C0553980,D004719
C0554591,D017285
C0555198,D005910
C0555206,D001139
C0556346,D063425
C0558845,D012021
C0558846,D012021
C0558847,D012021
C0559031,D005767
C0559470,D021183
C0563608,D006212
C0563661,D006212
C0566602,D015209
C0574083,D056889
C0574960,D058566
C0576612,D012021
C0577631,D002340
C0577660,D017116
C0581883,D003638
C0585362,D000077195
C0585540,D009207
